Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,10/15/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Latvia,LVA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macao SAR, China",MAC,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.18421311,59.27553404,53.40573164,50.39181139,47.9162443,45.39237707,55.73400414,61.11188762,51.79787799,55.09800459,
Monaco,MCO,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,MDG,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maldives,MDV,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,MEA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.11789083,47.79506886,34.22792287,33.24222961,53.67399116,47.42591427,48.17257575,48.52209762,48.40894467,49.00469398,130.9103779,
Mexico,MEX,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,0.534090909,0.89861415,,0.72,0.889556714,0.633228908,0.382634694,0.931698092,1.940327581,1.986307548,2.002870715,4.102561162,6.133899088,8.369511742,12.23121865,15.71270317,32.81570272,38.20490076,40.11399494,24.67650309,25.18759557,25.97975676,31.29312364,17.42553256,25.66401919,17.68648639,16.68525555,13.46202451,16.80061128,21.91167137,27.25178691,35.71352529,37.78151844,21.08623658,39.11418905,42.95184945,34.62036678,43.715016,41.27415703,36.53267029,34.36403879,32.65978461,36.0203407,31.54350734,32.87158756,
Marshall Islands,MHL,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.63913408,38.69850882,39.86750838,53.59625031,94.74824302,35.64519274,65.57202202,64.75402441,44.68900644,48.38333042,45.41734009,50.85921296,57.98081519,57.51811674,64.70759795,48.91822504,60.21705745,
North Macedonia,MKD,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,MLI,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,MLT,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.94158354,33.36714488,30.75275538,34.16597364,46.98279987,63.59466252,66.6491093,71.48522866,39.83747824,47.84478448,47.93048164,36.03576084,39.44921432,41.84788348,32.2211919,41.23906671,38.7361289,40.56516926,34.60685262,35.95214197,
Myanmar,MMR,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (excluding high income),MNA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.12040567,34.46785489,22.19074512,24.24934648,27.52782799,21.30087235,19.02503463,42.29269919,23.89981142,21.23653983,21.66565442,24.49047449,21.31185847,,
Montenegro,MNE,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.29868744,,77.85939765,77.32383073,92.64907123,,,,,,,,
Mongolia,MNG,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,MNP,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.46217993,37.14387571,33.09741349,33.5834201,36.39995685,40.82271098,35.03502498,26.648004,21.20044017,24.59024399,32.58785281,32.20854368,35.85158679,70.54557856,97.16497149,46.66483816,72.10168826,77.49925242,68.10975932,61.5330663,73.72311385,68.34894329,61.90876053,61.87058897,73.47961218,69.43778237,60.75810928,
Malawi,MWI,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,61.1831673,51.77362321,74.79885408,56.95831821,77.41604258,53.58379071,56.71724163,65.36714186,102.1818369,108.7329549,115.4203632,150.433979,320.9915885,247.0831897,240.9728693,303.5674922,93.22534733,132.4161587,176.7664953,120.6483714,128.2342403,124.7235892,145.9262648,145.5908267,125.7663069,144.8024507,168.0671232,81.98778838,142.9955433,160.2598047,132.7810762,148.3853507,154.7858846,135.7752187,127.0849861,119.4296398,142.8940964,110.9979761,110.763833,
North America,NAC,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,52.55254365,39.3995682,45.49695502,51.99708221,42.08509305,55.14208952,57.99471264,55.56324455,56.1779903,63.24892216,54.17244587,68.97034691,70.34998757,78.62840874,72.64060553,92.47903539,107.5689649,127.6291157,144.4563184,157.4275918,144.3950137,128.9669895,102.1110212,122.8622172,132.1845097,130.0777402,140.5468413,138.8678942,77.61111248,105.8776164,117.126453,101.2576244,114.9660275,140.3082919,147.0923591,134.8185238,145.0214863,163.1763373,145.5327579,,
Namibia,NAM,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85959239,5.39995314,4.793945984,12.00270936,16.79886341,11.17253137,18.10738763,8.117625542,4.328532282,6.252814024,6.394757768,6.058694862,5.82278,6.914862462,8.003204211,7.206565452,10.90227543,10.43885798,9.336329495,9.992444183,14.8676972,15.5710166,16.95595866,21.91092365,22.87936406,18.29843442,21.09735295,
New Caledonia,NCL,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,NGA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.720107474,8.799976996,17.65039668,24.89338638,23.06197071,18.90275532,4.951070582,,,2.488776651,,11.6331166,12.62901484,13.90510641,30.80067448,14.26030142,11.0399402,13.91083659,9.5113578,12.23511762,15.65343246,11.04070841,10.1042417,7.362527811,9.905007867,7.91654563,9.801293842,
Nicaragua,NIC,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,NLD,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,18.25447086,18.50345948,17.72853372,17.0513229,16.25073004,15.04433778,13.31086253,16.22462553,21.98928444,24.61600598,41.26817783,41.67718635,35.54654207,41.2732657,59.79238205,37.6418331,51.6325284,47.04175365,51.40831639,59.08256436,63.37617263,83.32208409,112.4319497,137.7102465,155.3048886,153.7921466,116.6528808,85.08393287,84.42533511,81.96697739,86.53364036,106.300178,112.8234192,41.00440939,64.41769025,78.09289202,65.77212042,77.57252061,93.26244107,88.28170807,95.19390379,102.8328602,131.9277481,,,
Norway,NOR,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,5.243090242,3.824001984,7.44045967,93.34203805,15.38232947,12.84519267,12.61595349,15.46195257,24.63638935,21.81272462,18.04936012,13.63548399,22.69974331,28.67845589,29.32782589,34.78329992,41.21888839,30.11151204,39.25201341,38.40888283,39.92901882,32.81934637,41.91232012,53.46829538,61.86088767,81.26923625,88.52256123,31.56437858,58.83969116,68.87077611,44.33950096,47.6470795,50.76446598,44.01389376,50.25789813,62.70192417,72.08748933,61.5851566,73.2759693,
Nepal,NPL,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nauru,NRU,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,35.59940372,72.58850101,38.76994434,29.76909951,30.70810944,19.39497726,33.44926823,36.79246722,54.77398173,49.02429946,49.08266013,54.59099516,46.1735358,44.07822778,48.24780343,35.37067493,33.08145066,32.66150629,37.44977718,42.08771626,35.38390356,40.1550074,34.5801254,18.16308015,29.25794266,29.67946783,26.18462433,29.99756379,34.56273542,37.0371156,41.89526974,42.52837113,46.09735478,41.42572896,52.13377643,
OECD members,OED,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,30.07148843,27.37835426,31.53037578,37.85474132,35.48024563,48.25705915,54.63528104,57.4154507,62.07910629,70.84035476,52.605166,58.63438871,51.72267077,61.43343378,60.9186683,65.27446883,73.86375209,85.23884327,100.7615948,118.6594321,107.2228431,93.25119346,75.03902462,88.77775968,94.06551455,97.95363427,110.6005969,109.2117199,57.46547721,83.21685911,89.70727633,73.35891998,84.7140604,102.9382915,103.9981125,105.002884,109.0171637,126.0018264,107.4494603,,
Oman,OMN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.89751124,16.51075031,17.23298412,19.92202611,47.32819624,31.17908155,26.59020103,21.41421913,20.88780969,25.61686755,33.54092484,38.09992958,49.12478943,43.27184147,63.40039504,33.80482375,46.43472003,49.63520755,39.49506372,39.53658958,46.66736332,46.66026197,60.12136497,35.56025859,30.16838527,23.69258892,22.23797318,
Other small states,OSS,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.62616075,,,,,72.12310711,
Pakistan,PAK,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.41944098,24.72163969,15.59998434,18.41509379,18.90869125,8.712718436,11.1281101,8.077032754,6.169008955,12.72583926,18.1225279,42.31232718,37.74700744,32.71539516,45.74929441,13.73138532,18.96310064,21.4529076,15.24805676,19.46378699,24.78643506,30.06552742,24.42019317,32.96687999,,,,
Panama,PAN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.964369604,8.132156252,8.679926579,12.96297835,20.37174971,32.97831182,28.70509156,22.70785018,20.81344754,23.81426874,23.51398,27.99236097,36.41539367,39.41975275,33.824687,28.08567057,28.47882796,28.35568931,30.79524422,31.02669572,27.56578947,27.55504142,24.3555111,23.42343074,24.14649866,24.02604402,25.21077592,
Peru,PER,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.64938991,17.78061082,24.09367326,18.84231765,18.81664448,20.88709565,24.05036992,27.06916422,31.73748048,45.1490505,67.91211088,31.41980219,59.31200847,70.05234504,47.66963318,53.26614749,40.252184,39.26495858,29.79669153,42.25674183,47.02112368,42.05695801,43.6261011,
Philippines,PHL,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.34512977,38.08474298,48.8831082,50.81964686,31.05124744,26.91976882,21.95232757,26.62677781,30.10664157,37.04964163,53.15330497,65.93952489,28.7450984,49.02550314,75.50095326,70.47593035,87.55198722,76.54740892,88.01853652,77.9321773,75.2409693,88.40744259,74.4303564,73.0640848,
Palau,PLW,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.77304871,97.39944585,126.1517677,92.69112847,135.7840717,95.80869164,150.7287947,77.38010948,70.01675098,,,,,,,,,
Poland,POL,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.211127108,5.235425282,7.626268108,11.7329966,17.42706497,18.19778402,13.65550991,14.28444683,17.01979266,27.6480859,30.71586158,43.17643701,49.3216609,17.01259413,34.3255157,39.78664752,26.14141758,35.45608969,39.01738997,30.96791295,28.84735182,29.38139256,38.25992242,27.33414504,25.60418354,
Pre-demographic dividend,PRE,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People’s Rep.",PRK,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,0.363394238,0.259753938,0.331106937,0.565226936,0.487846434,0.302347819,0.338917708,0.310889422,0.786699798,4.725067438,29.27821413,12.75858158,17.49418066,11.95537866,10.42573651,9.058564801,13.05459677,16.31041395,15.5423874,19.96300424,33.28886806,50.79133933,53.47968333,51.28926183,38.13846381,31.93693963,35.35362286,37.1574391,33.96555819,49.950366,55.05562166,26.25400822,40.31454279,34.46964306,25.20040397,30.29969827,34.97728239,25.1633944,30.0215849,27.75526094,34.14815439,25.66934002,,
Paraguay,PRY,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.959179492,4.251985993,3.960053234,3.539634649,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,PSE,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.10189174,10.50398739,12.79616355,11.76528489,11.62247984,17.95759032,65.43130924,39.37516548,31.84478187,27.28043755,32.68154426,27.48650862,26.58732585,25.34833413,26.02981725,25.06574601,26.3489308,25.25097388,26.84137922,25.55381468,,
Pacific island small states,PSS,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,PST,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,31.54900257,29.1193827,32.38026948,38.82118669,36.4435847,49.5144113,55.66714143,58.33605988,63.24715238,72.16547617,53.65974845,59.70765363,52.71698034,64.33944807,63.36795745,67.90607878,77.51368212,88.96003188,105.6988421,124.7581252,113.4319442,98.44054555,79.46438752,94.06251511,99.79432235,104.7656683,119.8782204,120.5954293,63.36569771,93.19044932,100.7098593,82.48222801,96.17180348,117.17908,118.7278839,119.6318166,123.4474977,143.6270599,122.5755954,,
French Polynesia,PYF,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.8139987,66.39241218,,,,,76.77651063,90.12511946,88.13936273,102.037634,78.24308258,85.20361153,87.23716539,
Romania,ROU,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.855252512,0.872505509,0.976532012,2.730795365,5.403105309,5.88688062,14.62399583,16.10704956,20.68050328,17.55133855,7.068817822,7.508726297,8.543212278,7.644831478,,,,,,,,10.44088566,
Russian Federation,RUS,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.30233446,62.38341351,38.29830209,37.37454375,33.61682066,18.7412012,28.84072031,48.72007177,39.60266438,34.5065989,,
Rwanda,RWA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.753309,
South Asia,SAS,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.54475149,52.18709025,58.72755139,74.3365519,128.6289459,45.73085831,82.73277916,85.50916607,49.62355314,62.4386042,56.18899927,70.06102181,65.30573121,60.73962974,81.49804242,70.76430689,74.1936355,
Saudi Arabia,SAU,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.27994981,66.90737839,50.48475591,50.73199898,62.59526928,63.87456708,64.35571438,69.59316718,65.55154368,63.10736207,303.520839,
Sudan,SDN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,SEN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,146.3896374,205.2570859,245.5526495,72.94439135,87.29893216,62.00965155,57.78321237,89.41855637,85.45640697,94.64085884,117.9191856,94.81015026,104.678721,93.8679306,218.9112969,181.960861,168.5486483,155.8151292,104.3084375,110.7996527,223.6587457,159.0707681,128.8364307,109.6692939,152.0835253,189.0680376,201.3493118,258.5516955,297.9832236,136.8584686,247.8707359,269.892024,214.1650965,259.2718036,242.0255018,239.1069543,207.7750927,200.9800267,230.2836294,184.1440795,187.4070293,
Solomon Islands,SLB,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,SLE,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,SLV,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,SMR,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.345417751,12.46998606,19.3807615,33.32730913,54.9481021,24.09441054,25.27703363,3.686273519,3.637348346,,,,,,,,,
Sub-Saharan Africa (excluding high income),SSA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.3761151,123.7006495,109.4323223,99.47332686,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,SSD,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,SSF,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.7134775,122.1776845,108.0612801,98.4372389,,,,,,,,,,,,,,,,,,,,,,,
Small states,SST,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,SUR,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.89517221,14.56033004,4.651289436,4.332133958,4.907632358,2.178724495,1.510406868,1.495305803,1.767356084,2.637976126,2.765771755,4.201945447,3.914849164,8.247202451,7.993630693,5.355933395,5.718172024,4.620432237,5.485814121,4.883210004,4.863379438,,,,,,,
Slovenia,SVN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.032947182,13.4782747,12.5663854,15.27701767,16.57998981,23.74596052,24.07355855,28.11817694,21.81625568,38.45326291,60.11664312,21.24006687,24.10440433,19.57663021,12.27932078,13.90035726,14.7275841,15.05959712,14.00549028,11.78555167,13.01096047,13.44796199,14.74317383,
Sweden,SWE,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,2.654279359,2.909522968,8.045984245,9.789860033,8.65258175,9.085454354,13.2748604,16.25866351,28.8007954,23.5107689,32.68012087,42.09694858,38.45547188,48.15535601,54.70966803,35.14075893,35.39205841,27.46165013,47.19818981,52.07096137,64.55163764,82.39498852,98.71860374,102.9165025,136.1968394,124.9218987,97.57361257,67.12310276,86.70202697,,,,,,,,,,,,,,,,,
Eswatini,SWZ,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.85694085,19.9448795,29.39866046,7.541213173,5.392844728,6.126426328,4.201712454,8.239991307,10.31749011,7.838050569,8.01564481,6.177538767,6.000570331,6.752246378,,,,,,,,,,,,,
