"Date","Category","Net worth","Assets","Real estate","Consumer durables","Corporate equities and mutual fund shares","Pension entitlements","Private businesses","Other assets","Liabilities","Home mortgages","Consumer credit","Other liabilities"
"2004:Q1","Top1",27.6,24.2,14.1,14.6,45.4,6,51.4,32.6,5.8,5.3,1.6,40.9
"2004:Q1","Next9",35.4,32.5,27,21,35.7,44.3,26.5,32.7,16.4,17.9,8.4,32.4
"2004:Q1","Next40",34.7,36.7,46.9,42.5,17.8,46.4,20.9,30.6,47.2,51.1,38.7,19.2
"2004:Q1","Bottom50",2.3,6.7,12.1,21.9,1,3.3,1.2,4.2,30.6,25.7,51.3,7.5
"2004:Q2","Top1",27.5,24,14.1,14.2,45.8,5.9,51.4,32.2,5.9,5.3,1.7,40.5
"2004:Q2","Next9",35.6,32.5,26.8,21.5,35.6,44.6,27.3,33,16.6,18.1,8.5,33.2
"2004:Q2","Next40",34.7,36.7,46.9,42.5,17.6,46.2,20.1,30.7,47.2,51.1,38.7,18.8
"2004:Q2","Bottom50",2.3,6.8,12.2,21.8,1,3.3,1.2,4.1,30.3,25.5,51.2,7.5
"2004:Q3","Top1",27.6,24.2,13.8,14.3,46.4,6,51.3,32.5,5.8,5.3,1.7,42.2
"2004:Q3","Next9",35.8,32.7,27.2,21.5,35.4,44.7,28,33,16.5,18,8.5,33.5
"2004:Q3","Next40",34.1,36.2,46.3,42.5,17.2,46,19.4,30.3,47.4,51.2,38.7,17.3
"2004:Q3","Bottom50",2.4,6.9,12.7,21.7,0.9,3.2,1.3,4.1,30.3,25.5,51.1,7
"2004:Q4","Top1",28,24.4,13.9,14.1,47,6.5,51.9,31.9,5.5,5.2,1.5,34.7
"2004:Q4","Next9",35.5,32.6,27.2,21.6,35.5,44.7,27.7,32.3,17,18.3,8.5,37.4
"2004:Q4","Next40",34.2,36.2,46.4,42.3,16.6,45.6,19.2,31.7,46.8,50.4,38.8,19.2
"2004:Q4","Bottom50",2.3,6.8,12.5,22.1,0.9,3.3,1.2,4.2,30.7,26.1,51.2,8.6
"2005:Q1","Top1",28.2,24.6,14,14,47,6.9,52.7,32,5.4,5.1,1.8,33.2
"2005:Q1","Next9",35.5,32.6,27.3,21.5,35.6,44.5,26.8,33.1,16.8,18.1,8.5,38.6
"2005:Q1","Next40",34,36,46.3,42.2,16.5,45.3,19.4,30.7,46.2,49.7,38.4,19
"2005:Q1","Bottom50",2.2,6.9,12.4,22.3,0.9,3.3,1.1,4.2,31.5,27.2,51.4,9.3
"2005:Q2","Top1",28.5,24.8,13.8,14.2,47.2,7.4,53.4,31.9,5.3,4.9,1.8,33
"2005:Q2","Next9",35.5,32.6,27.8,21.1,35.7,44.4,26.2,32.9,17,18.3,8.5,38.1
"2005:Q2","Next40",33.8,35.7,45.7,42.2,16.2,44.9,19.4,30.9,45.7,48.9,38.3,18.9
"2005:Q2","Bottom50",2.2,7,12.7,22.6,0.9,3.3,1,4.2,32,27.9,51.5,10
"2005:Q3","Top1",28.7,24.9,13.6,14,47.6,7.8,54.1,31.1,5.2,4.8,1.7,32.7
"2005:Q3","Next9",35.4,32.5,27.9,21.2,35.7,44.3,25.6,32.9,17.2,18.5,8.5,37.8
"2005:Q3","Next40",33.7,35.5,45.5,42,15.7,44.6,19.3,31.7,45.2,48.1,38.3,18.9
"2005:Q3","Bottom50",2.2,7.1,13,22.8,0.9,3.3,1,4.4,32.5,28.5,51.5,10.6
"2005:Q4","Top1",28.8,25,13.6,13.8,47.8,8.2,54.3,30.7,5,4.7,1.6,34.6
"2005:Q4","Next9",35.3,32.4,27.9,21.3,35.8,44.2,25.7,32.4,17.3,18.9,8.5,35.9
"2005:Q4","Next40",33.8,35.5,45.5,41.9,15.5,44.2,19,32.5,44.7,47.5,38.3,18.4
"2005:Q4","Bottom50",2.2,7.1,13,23.1,1,3.3,1,4.4,32.9,28.9,51.6,11.1
"2006:Q1","Top1",29.4,25.4,13.2,14,48.5,8.6,53.9,31.1,4.9,4.6,1.5,32.2
"2006:Q1","Next9",35.7,32.8,28.5,20.9,35.7,44.1,26.5,33.4,17.7,19.3,8.5,36.5
"2006:Q1","Next40",32.7,34.5,44.7,41.8,14.8,44,18.7,31.1,44.2,46.8,38.3,19.2
"2006:Q1","Bottom50",2.3,7.2,13.6,23.3,0.9,3.3,1,4.4,33.1,29.3,51.7,12.1
"2006:Q2","Top1",29.2,25.2,13.2,13.7,48.4,9.1,52.9,31.1,4.9,4.5,1.6,32
"2006:Q2","Next9",36.1,33.1,28.4,21,35.9,43.8,28.1,34,17.9,19.4,8.5,35.8
"2006:Q2","Next40",32.6,34.4,44.7,41.7,14.8,43.7,17.9,30.5,43.7,46.1,38,19.2
"2006:Q2","Bottom50",2.2,7.3,13.7,23.6,1,3.3,1.2,4.4,33.5,29.9,51.8,13
"2006:Q3","Top1",29.3,25.2,13.1,13.5,48.6,9.4,52.2,30.5,4.8,4.4,1.7,30.2
"2006:Q3","Next9",36.1,33.1,28.4,21.2,36,43.7,29.3,33.5,18,19.6,8.4,36.3
"2006:Q3","Next40",32.6,34.3,44.7,41.5,14.5,43.5,17.2,31.6,43.2,45.6,37.8,19.7
"2006:Q3","Bottom50",2.1,7.3,13.8,23.8,1,3.4,1.3,4.4,34,30.4,52.1,13.8
"2006:Q4","Top1",29.4,25.3,12.9,13.5,49,9.6,52.4,29.3,4.7,4.4,1.6,26.8
"2006:Q4","Next9",36.1,33.2,28.6,21.1,36,43.7,29.2,33,18.2,19.7,8.4,37.4
"2006:Q4","Next40",32.4,34.1,44.3,41.3,14.1,43.3,17.2,33.1,42.8,45.1,37.7,21
"2006:Q4","Bottom50",2.1,7.4,14.2,24.1,1,3.4,1.2,4.6,34.3,30.8,52.2,14.8
"2007:Q1","Top1",29.7,25.5,12.6,13.7,49.2,9.9,51.2,30.1,4.6,4.3,1.8,26.5
"2007:Q1","Next9",36.7,33.7,29.1,20.7,36,43.6,31,34.2,18.5,20.1,8.3,37.3
"2007:Q1","Next40",31.4,33.2,43.6,41.3,13.8,43.1,16.4,31.2,42.4,44.6,37.4,20.8
"2007:Q1","Bottom50",2.2,7.5,14.7,24.3,1,3.4,1.4,4.5,34.5,31,52.5,15.4
"2007:Q2","Top1",29.6,25.4,12.4,13.8,49.4,10.1,49.5,30,4.5,4.2,1.7,22.2
"2007:Q2","Next9",37.2,34.2,29.3,20.6,36.1,43.5,33.5,34.5,18.8,20.2,8.3,39.9
"2007:Q2","Next40",31,32.9,43.3,41.1,13.6,42.9,15.4,31,42,44.1,37.4,21.9
"2007:Q2","Bottom50",2.1,7.6,15,24.6,1,3.5,1.6,4.5,34.7,31.4,52.6,15.9
"2007:Q3","Top1",29.6,25.4,12.5,13.7,49.3,10.3,47.9,30.4,4.4,4.1,1.7,23.5
"2007:Q3","Next9",37.6,34.4,29.2,20.5,36.2,43.5,35.8,34.3,18.7,20.3,8.2,37.7
"2007:Q3","Next40",30.9,32.7,43.4,41,13.5,42.8,14.4,31,41.6,43.6,37.2,21.7
"2007:Q3","Bottom50",1.9,7.5,14.9,24.8,1,3.5,1.8,4.4,35.3,31.9,52.8,17.1
"2007:Q4","Top1",29.3,25,12.4,13.6,48.9,10.1,46.9,30.5,4.4,4.1,1.8,22.2
"2007:Q4","Next9",38,34.7,29.5,20.5,36.4,43.6,37,34,18.7,20.3,8.2,38.2
"2007:Q4","Next40",31,32.8,42.9,41.1,13.7,42.9,14,31.2,41.4,43.3,37.1,22.3
"2007:Q4","Bottom50",1.8,7.6,15.2,24.7,1,3.4,2,4.3,35.6,32.2,53,17.3
"2008:Q1","Top1",29.1,24.7,12,13.2,48.2,9.8,46.5,32.2,4.4,4.1,2,20.6
"2008:Q1","Next9",38.5,35,29.9,20.8,36.8,43.7,36.4,35.4,18.8,20.4,8,39.1
"2008:Q1","Next40",30.7,32.5,42.2,41.4,14.1,43.3,15,28.3,41.1,43.1,36.7,22.9
"2008:Q1","Bottom50",1.8,7.8,15.9,24.6,1,3.2,2.1,4,35.7,32.4,53.2,17.5
"2008:Q2","Top1",29,24.6,12.2,12.8,47.8,9.7,46.3,33,4.4,4.1,1.8,24.1
"2008:Q2","Next9",38.7,35.1,29.7,21.3,37,43.8,35.9,36.1,18.9,20.8,8.1,35.8
"2008:Q2","Next40",30.7,32.6,42.4,41.5,14.2,43.4,15.7,27,41.1,43,36.9,22.2
"2008:Q2","Bottom50",1.6,7.7,15.8,24.4,1,3.1,2.1,3.9,35.6,32.1,53.3,17.9
"2008:Q3","Top1",28.7,24.2,12.6,12.6,46.9,9.4,45,33.9,4.4,4.1,2.1,19.3
"2008:Q3","Next9",39.2,35.5,29.5,21.4,37.5,44.1,37.3,36.6,19,20.5,7.9,38.8
"2008:Q3","Next40",30.9,32.7,42.7,41.7,14.7,43.5,15.4,25.7,40.6,42.7,36.5,23.8
"2008:Q3","Bottom50",1.1,7.6,15.2,24.3,1,3,2.2,3.8,36,32.7,53.6,18
"2008:Q4","Top1",27.4,23.1,12.4,12.3,44.9,8.8,44.2,33.4,4.6,4.1,2.2,34.5
"2008:Q4","Next9",39.4,35.4,29.9,21.4,38.3,44.7,37.3,35,18.1,20.4,7.8,24.4
"2008:Q4","Next40",32.1,33.7,42.1,42.1,15.8,43.9,16.1,27.7,40.6,42.5,36.3,20.3
"2008:Q4","Bottom50",1.1,7.8,15.6,24.1,1,2.7,2.3,3.9,36.7,33.1,53.7,20.8
"2009:Q1","Top1",27.2,22.9,11.8,12.2,44.1,8.6,43.4,35,4.7,4.1,2.6,38.9
"2009:Q1","Next9",40.3,36,30.5,21.6,38.8,44.9,37.9,36.4,17.7,20.1,7.6,20.5
"2009:Q1","Next40",31.3,33,40.9,42.3,16.1,43.9,16.3,24.8,40.3,42.2,35.7,18.9
"2009:Q1","Bottom50",1.2,8.1,16.8,24,1,2.5,2.4,3.7,37.2,33.6,54.1,21.7
"2009:Q2","Top1",27.6,23.2,12.2,12,45.6,8.8,44.7,33.8,4.7,4.1,2.6,36.8
"2009:Q2","Next9",39.8,35.6,30.3,21.9,38.4,44.6,34.7,36.2,18,20.4,7.6,20.8
"2009:Q2","Next40",31.7,33.3,41.2,42.2,15.1,43.9,18.2,26.2,40.2,42,35.6,20.3
"2009:Q2","Bottom50",1,7.8,16.3,23.9,0.9,2.7,2.3,3.8,37.1,33.5,54.1,22
"2009:Q3","Top1",28.6,24.2,12.7,11.8,46.7,8.9,45.8,34.8,4.8,4.1,2.8,33.8
"2009:Q3","Next9",39.6,35.6,29.9,22.2,38.1,44.4,32.5,37.1,17.9,20.2,7.5,22.6
"2009:Q3","Next40",31.1,32.8,41.8,42.2,14.3,43.9,19.6,24.4,39.9,41.8,35.3,21.5
"2009:Q3","Bottom50",0.6,7.4,15.6,23.9,0.9,2.8,2.2,3.7,37.4,33.9,54.4,22.2
"2009:Q4","Top1",28,23.7,12.8,11.8,47,8.8,45.8,32.3,4.8,4.1,2.9,30.8
"2009:Q4","Next9",39,35.2,30.1,22.2,38.1,44.4,32.2,34.5,18,20.3,7.4,24.4
"2009:Q4","Next40",32.4,33.7,41.6,42.2,14.1,43.9,19.8,29.3,39.7,41.6,35,22.7
"2009:Q4","Bottom50",0.6,7.4,15.5,23.8,0.9,2.8,2.2,3.9,37.5,34,54.6,22.1
"2010:Q1","Top1",28.6,24.4,13.2,11.7,47.4,8.6,46,34,4.9,4.1,3.2,28.3
"2010:Q1","Next9",39.5,35.6,30,22.4,38.1,44.6,31.9,36.3,18.2,20.5,7.3,24.5
"2010:Q1","Next40",31.5,32.9,41.8,42.2,13.7,43.9,19.8,26,39.5,41.5,34.7,24.6
"2010:Q1","Bottom50",0.5,7.1,15,23.7,0.8,2.8,2.3,3.7,37.4,34,54.9,22.7
"2010:Q2","Top1",28.6,24.3,13.4,11.4,46.8,8.5,45.4,34.9,4.9,4.1,3.2,27
"2010:Q2","Next9",39.8,35.9,30,22.6,38.5,44.9,33.5,36.5,18.4,20.7,7.3,25.2
"2010:Q2","Next40",31.3,32.8,41.8,42.4,13.9,44,18.6,25.1,39.4,41.4,34.6,25.1
"2010:Q2","Bottom50",0.3,7,14.7,23.6,0.8,2.7,2.4,3.6,37.3,33.8,55,22.6
"2010:Q3","Top1",28.7,24.5,13.1,11.3,47.6,8.4,45.6,34.6,4.9,4.1,3.2,26
"2010:Q3","Next9",39.8,36,30.4,22.8,38.3,44.9,33.5,36.1,18.5,20.8,7.2,25.9
"2010:Q3","Next40",30.9,32.4,41.1,42.4,13.3,43.9,18.3,25.8,39.2,41.2,34.4,25.4
"2010:Q3","Bottom50",0.6,7,15.4,23.5,0.8,2.7,2.5,3.5,37.4,33.9,55.2,22.7
"2010:Q4","Top1",28.5,24.4,13.1,11.9,48.1,8.2,46.7,32.8,4.8,4.1,2.7,23.9
"2010:Q4","Next9",39.1,35.5,30.6,22.5,37.9,44.9,30.5,34.4,18.6,20.9,7.3,28.8
"2010:Q4","Next40",31.8,33.2,40.9,42.2,13.3,44,20.9,29.1,39.4,41.6,34.8,24.8
"2010:Q4","Bottom50",0.5,6.9,15.4,23.5,0.8,2.8,1.9,3.7,37.2,33.4,55.2,22.5
"2011:Q1","Top1",29.3,25.1,13.6,12.2,48.5,8.2,46.4,33.9,4.8,4.1,2.8,22.4
"2011:Q1","Next9",39.3,35.8,30.3,22.3,37.6,44.8,31.6,35.7,18.9,21.2,7.2,31
"2011:Q1","Next40",31,32.5,41.5,42,13.2,44.2,20,26.7,39.6,42,34.5,24.3
"2011:Q1","Bottom50",0.4,6.6,14.7,23.5,0.8,2.8,2,3.7,36.7,32.7,55.5,22.3
"2011:Q2","Top1",29.5,25.3,14.1,12.7,48.4,8.1,46.5,34.1,4.7,4.1,2.6,22.6
"2011:Q2","Next9",39.1,35.7,30.2,21.9,37.4,44.8,31.9,35.6,19,21.3,7.3,31.7
"2011:Q2","Next40",31.1,32.6,41.8,41.9,13.4,44.3,19.7,26.7,39.8,42.3,34.6,23.3
"2011:Q2","Bottom50",0.3,6.4,13.9,23.5,0.8,2.8,1.9,3.7,36.4,32.2,55.5,22.4
"2011:Q3","Top1",29.2,25,13.8,12.5,47.3,8,47.3,35.4,4.8,4.1,2.5,25.2
"2011:Q3","Next9",39.2,35.7,30.2,22.2,37.7,44.8,31.1,35.7,18.9,21.4,7.3,29
"2011:Q3","Next40",31.2,32.7,41.5,42,14.1,44.6,19.8,25.3,40,42.7,34.5,21.9
"2011:Q3","Bottom50",0.4,6.6,14.6,23.4,0.8,2.6,1.8,3.6,36.3,31.7,55.7,23.9
"2011:Q4","Top1",28.9,24.8,13.5,13,47.7,7.9,47,33.8,4.8,4.1,2.3,26.1
"2011:Q4","Next9",38.9,35.5,30.5,21.9,37.4,44.7,32.2,34.2,18.8,21.5,7.3,27.9
"2011:Q4","Next40",31.6,33.1,41,41.7,14.1,44.7,18.9,28.2,40.2,43.1,34.5,21
"2011:Q4","Bottom50",0.6,6.7,15,23.4,0.8,2.7,1.8,3.7,36.2,31.3,55.8,25
"2012:Q1","Top1",29.5,25.4,13.7,13.6,48.4,7.8,46.5,34.3,4.8,4.2,2.3,24.7
"2012:Q1","Next9",39.1,35.8,30.6,21.5,37,44.7,33.5,35.2,19.2,21.9,7.3,30.1
"2012:Q1","Next40",30.7,32.3,40.9,41.5,13.8,44.8,18.1,26.8,40.5,43.5,34.3,20.7
"2012:Q1","Bottom50",0.7,6.5,14.7,23.4,0.8,2.8,1.9,3.8,35.6,30.5,56.1,24.6
"2012:Q2","Top1",29.7,25.6,14.1,13.7,48.2,7.7,47.1,35.2,4.7,4.2,2.1,26.2
"2012:Q2","Next9",39,35.8,30.4,21.5,36.9,44.6,33.2,35.6,19.2,22,7.4,29
"2012:Q2","Next40",30.6,32.3,41.4,41.4,14.1,44.9,18,25.5,40.7,43.9,34.4,19.3
"2012:Q2","Bottom50",0.6,6.4,14.1,23.4,0.8,2.7,1.7,3.7,35.3,30,56.2,25.4
"2012:Q3","Top1",29.8,25.8,14,14,48.5,7.7,47.3,34.8,4.7,4.2,2,25.2
"2012:Q3","Next9",38.8,35.6,30.4,21.4,36.7,44.6,33.6,34.8,19.2,21.9,7.4,30.5
"2012:Q3","Next40",30.7,32.3,41.3,41.2,14,45,17.4,26.6,40.8,44.2,34.3,18.8
"2012:Q3","Bottom50",0.7,6.3,14.3,23.4,0.8,2.7,1.7,3.7,35.3,29.7,56.3,25.4
"2012:Q4","Top1",29.9,25.9,14.1,14.2,48.5,7.7,47.7,34.9,4.6,4.2,1.6,25.3
"2012:Q4","Next9",38.5,35.5,30.4,21.3,36.5,44.5,33.6,34.6,19.5,22.4,7.5,30.3
"2012:Q4","Next40",30.7,32.3,41.3,41.1,14.2,45.2,17.2,26.8,41.1,44.6,34.6,18.3
"2012:Q4","Bottom50",0.9,6.3,14.2,23.3,0.8,2.7,1.6,3.7,34.8,28.8,56.3,26.1
"2013:Q1","Top1",30.2,26.3,14.5,14.7,49.2,7.4,47.9,34.7,4.7,4.1,1.9,25.4
"2013:Q1","Next9",38.5,35.5,30.4,21,36.2,44.6,33.9,34.6,19,21.7,7.4,30.9
"2013:Q1","Next40",30.5,32.1,41.6,40.9,13.9,45.2,16.7,26.9,41.1,44.9,34.1,17.1
"2013:Q1","Bottom50",0.8,6.1,13.5,23.4,0.8,2.7,1.5,3.8,35.2,29.3,56.6,26.6
"2013:Q2","Top1",30.2,26.3,14.6,15,49.2,7.2,47.9,35.2,4.6,4.1,1.7,25.7
"2013:Q2","Next9",38.8,35.8,30.3,21,36,44.8,34.8,35.4,19,21.8,7.5,30.8
"2013:Q2","Next40",30.2,31.9,41.8,40.7,14,45.3,15.8,25.6,41.3,45.2,34.2,16.2
"2013:Q2","Bottom50",0.8,6,13.4,23.3,0.8,2.7,1.5,3.8,35.1,28.8,56.6,27.4
"2013:Q3","Top1",30.1,26.3,14.7,15.1,49.5,7.1,47.8,34.6,4.6,4.1,1.6,25.6
"2013:Q3","Next9",38.6,35.7,30.1,21.1,35.8,44.9,35.8,34.5,19.1,21.9,7.5,31.6
"2013:Q3","Next40",30.4,32.1,42,40.5,13.9,45.3,14.9,27.1,41.5,45.6,34.2,15.5
"2013:Q3","Bottom50",0.9,6,13.2,23.3,0.8,2.7,1.5,3.9,34.9,28.4,56.8,27.3
"2013:Q4","Top1",30.1,26.3,14.8,15.2,50,7,48.6,33.3,4.6,4.2,1.6,20.3
"2013:Q4","Next9",38.4,35.6,30,20.9,35.7,45.3,35.5,33.9,19.4,21.9,7.6,35.7
"2013:Q4","Next40",30.6,32.2,42.3,40.6,13.6,45.1,14.5,28.7,41.6,45.9,34.5,18.3
"2013:Q4","Bottom50",0.9,5.8,12.8,23.3,0.8,2.7,1.5,4.1,34.5,28.1,56.3,25.7
"2014:Q1","Top1",30.5,26.8,14.9,15.5,50.3,7.1,49.2,33.8,4.7,4.3,1.8,20.3
"2014:Q1","Next9",38.5,35.8,30.1,20.6,35.6,45.4,35,34.7,19.4,21.9,7.6,35.4
"2014:Q1","Next40",30.1,31.8,42.4,40.7,13.3,44.9,14.3,27.5,41.8,46.2,34.5,18.6
"2014:Q1","Bottom50",0.9,5.7,12.5,23.2,0.7,2.7,1.5,4,34.1,27.6,56.2,25.6
"2014:Q2","Top1",30.6,26.9,14.8,15.6,50.7,7.1,49.4,33.5,4.7,4.4,1.7,19.5
"2014:Q2","Next9",38.5,35.8,30.2,20.4,35.5,45.5,35.2,34.7,19.5,22,7.7,35.8
"2014:Q2","Next40",29.8,31.6,42.4,40.9,13,44.7,13.9,27.9,42.1,46.5,34.8,19.4
"2014:Q2","Bottom50",1,5.7,12.6,23.2,0.7,2.7,1.6,4,33.7,27.1,55.7,25.3
"2014:Q3","Top1",30.7,27.1,14.8,15.7,50.7,7.2,50.5,33.9,4.8,4.5,1.8,22.6
"2014:Q3","Next9",38.6,35.9,30.4,20.1,35.5,45.7,34.1,35.4,19.1,22,7.7,32.3
"2014:Q3","Next40",29.6,31.4,42.4,41.1,13,44.5,13.9,26.7,42.4,46.9,35,18.5
"2014:Q3","Bottom50",1.1,5.7,12.4,23.1,0.7,2.7,1.5,4,33.6,26.6,55.5,26.5
"2014:Q4","Top1",30.9,27.2,14.9,16,51,7.1,51,33.2,4.9,4.5,1.8,23.5
"2014:Q4","Next9",38.4,35.7,30.5,19.7,35.4,45.9,33.9,34.6,19,22,7.8,30.9
"2014:Q4","Next40",29.6,31.5,42.5,41.2,12.8,44.3,13.5,28.3,42.7,47.2,35.3,18.6
"2014:Q4","Bottom50",1.1,5.6,12.2,23.1,0.7,2.7,1.5,4,33.4,26.3,55.1,27
"2015:Q1","Top1",31.1,27.5,14.9,16.1,51.2,7.3,51.1,33.5,5,4.6,2,24.3
"2015:Q1","Next9",38.6,35.9,30.6,19.5,35.4,46,34.4,35.2,18.9,22,7.8,29.5
"2015:Q1","Next40",29.2,31.1,42.6,41.4,12.7,44.1,12.9,27.3,42.9,47.5,35.1,18.8
"2015:Q1","Bottom50",1.1,5.5,11.9,23,0.7,2.6,1.6,4,33.2,25.9,55,27.4
"2015:Q2","Top1",31.2,27.6,14.9,16.2,51.3,7.3,51.8,33.6,5.1,4.7,2,24
"2015:Q2","Next9",38.7,35.9,30.7,19.2,35.4,46.1,33.7,35.7,18.8,21.9,7.9,29.3
"2015:Q2","Next40",29,30.9,42.6,41.6,12.6,44,12.9,26.7,43.1,47.7,35.4,19.5
"2015:Q2","Bottom50",1.1,5.5,11.8,23,0.7,2.6,1.6,4,33,25.7,54.7,27.2
"2015:Q3","Top1",31,27.4,14.9,15.9,51.1,7.5,52.5,34.1,5.2,4.8,2.1,27.6
"2015:Q3","Next9",38.7,35.9,30.6,19.3,35.4,46.2,33,36,18.4,21.8,7.9,25
"2015:Q3","Next40",29.1,31.1,42.7,41.9,12.8,43.8,12.9,26,43.4,48,35.5,18.9
"2015:Q3","Bottom50",1.1,5.5,11.8,22.9,0.7,2.5,1.6,3.9,33,25.4,54.5,28.5
"2015:Q4","Top1",31,27.5,14.9,15.9,51.3,7.5,53.2,32.9,5.4,4.8,2.3,27.6
"2015:Q4","Next9",38.3,35.6,30.5,19.3,35.4,46.3,32.3,34.8,18.5,21.8,8,24
"2015:Q4","Next40",29.5,31.4,42.9,42,12.6,43.6,13,28.2,43.6,48.2,35.5,20
"2015:Q4","Bottom50",1.2,5.5,11.6,22.8,0.7,2.5,1.5,4,32.5,25.1,54.2,28.5
"2016:Q1","Top1",31.2,27.7,15,16,51.5,7.6,54.4,33.4,5.5,4.9,2.5,29.3
"2016:Q1","Next9",38.3,35.6,30.6,19,35.3,46.4,30.4,35.7,18.3,21.7,8,21.8
"2016:Q1","Next40",29.3,31.2,43,42.1,12.5,43.4,13.8,27,43.8,48.5,35.4,20.4
"2016:Q1","Bottom50",1.2,5.4,11.4,22.8,0.7,2.5,1.4,4,32.4,24.8,54.1,28.5
"2016:Q2","Top1",31.4,27.9,14.9,16.3,51.7,7.7,54.8,33.6,5.6,5,2.5,29.7
"2016:Q2","Next9",38.4,35.7,30.8,18.6,35.3,46.6,29.7,36.3,18.2,21.6,8,21.7
"2016:Q2","Next40",29,31,42.9,42.3,12.4,43.3,14.1,26.1,44,48.8,35.6,20.9
"2016:Q2","Bottom50",1.2,5.4,11.3,22.8,0.7,2.5,1.4,3.9,32.2,24.6,53.9,27.6
"2016:Q3","Top1",31.4,27.9,14.9,16.1,51.9,7.7,54.8,33.3,5.7,5,2.6,29.5
"2016:Q3","Next9",38.4,35.7,30.7,18.8,35.2,46.7,29.8,36.2,18.1,21.6,8,22.2
"2016:Q3","Next40",29,31,43.1,42.4,12.2,43.1,14,26.6,44.2,49,35.7,21.8
"2016:Q3","Bottom50",1.3,5.4,11.4,22.7,0.7,2.5,1.4,3.9,32,24.4,53.7,26.5
"2016:Q4","Top1",31.1,27.7,15,15.8,51.9,7.5,54.5,32.3,5.6,5,2.4,29.6
"2016:Q4","Next9",38.1,35.5,30.5,19.1,35.3,46.8,29.9,35.1,18.1,21.8,8,20.4
"2016:Q4","Next40",29.5,31.4,43.3,42.3,12.2,43.1,14.2,28.6,44.2,49,35.8,21.8
"2016:Q4","Bottom50",1.3,5.4,11.2,22.8,0.7,2.5,1.4,4.1,32.1,24.2,53.9,28.2
"2017:Q1","Top1",31.3,27.9,15.1,15.6,52.1,7.4,54.7,32.3,5.5,5,2.4,28.7
"2017:Q1","Next9",38.2,35.6,30.4,19.3,35.3,46.9,29.8,35.6,18.3,22.1,7.8,20.2
"2017:Q1","Next40",29.3,31.2,43.5,42.3,12,43.1,14.2,28.1,44.2,49,35.5,21.9
"2017:Q1","Bottom50",1.3,5.3,10.9,22.8,0.7,2.6,1.4,4.1,32,24,54.2,29.2
"2017:Q2","Top1",31.2,27.9,14.9,15.4,52.2,7.2,54.4,32.1,5.4,5,2.3,26.6
"2017:Q2","Next9",38.3,35.7,30.6,19.5,35.3,47,30.4,35.6,18.4,22.3,7.7,20.3
"2017:Q2","Next40",29.1,31,43.2,42.2,11.8,43.1,13.8,28.1,44.2,48.9,35.6,22.9
"2017:Q2","Bottom50",1.4,5.4,11.3,22.9,0.7,2.6,1.4,4.1,32,23.7,54.4,30.1
"2017:Q3","Top1",31.2,27.9,14.9,15.2,52.3,7.1,54.2,31.9,5.3,5,2.2,26.1
"2017:Q3","Next9",38.3,35.7,30.5,19.8,35.4,47.1,30.7,35.6,18.5,22.6,7.6,19.6
"2017:Q3","Next40",29,31,43.2,42.1,11.7,43.2,13.7,28.4,44.1,48.9,35.5,23.1
"2017:Q3","Bottom50",1.5,5.4,11.4,22.9,0.7,2.7,1.4,4.1,32.1,23.5,54.7,31.3
"2017:Q4","Top1",31.3,28,15,14.9,52.5,6.8,53.9,31.4,5.2,5,2,23.2
"2017:Q4","Next9",38.2,35.7,30.4,20.1,35.4,47.2,31.3,35.1,18.7,22.8,7.5,21.5
"2017:Q4","Next40",29,30.9,43.5,42,11.5,43.2,13.4,29.4,44.1,48.8,35.6,23.9
"2017:Q4","Bottom50",1.4,5.3,11.2,23,0.6,2.8,1.5,4.1,32.1,23.4,54.9,31.4
"2018:Q1","Top1",31.3,28,14.8,14.6,52.4,6.8,54.2,31.8,5.2,5.1,2.1,22
"2018:Q1","Next9",38.3,35.8,30.5,20.3,35.4,47.3,30.7,35.9,18.9,23.1,7.3,21.3
"2018:Q1","Next40",28.8,30.7,43.2,42.1,11.5,43.2,13.6,28.2,44,48.8,35.4,24.4
"2018:Q1","Bottom50",1.6,5.4,11.6,23,0.6,2.7,1.5,4.1,31.9,23,55.2,32.3
"2018:Q2","Top1",31.2,27.9,14.6,14.4,52.5,6.6,53.5,31.8,5.1,5.1,1.9,20.5
"2018:Q2","Next9",38.5,36,30.6,20.5,35.5,47.4,31.7,35.9,18.9,23.3,7.2,20.2
"2018:Q2","Next40",28.7,30.6,43,42,11.4,43.2,13.2,28.2,44,48.8,35.5,25.3
"2018:Q2","Bottom50",1.7,5.5,11.8,23,0.6,2.8,1.5,4,32,22.8,55.4,34
"2018:Q3","Top1",31.3,28,14.6,14.3,52.6,6.3,54,31.8,5,5.1,1.8,19.7
"2018:Q3","Next9",38.4,36,30.5,20.7,35.5,47.5,30.9,35.9,19,23.5,7.1,20
"2018:Q3","Next40",28.6,30.6,43,41.9,11.3,43.3,13.6,28.4,44,48.7,35.5,25.5
"2018:Q3","Bottom50",1.7,5.5,11.8,23.1,0.6,2.9,1.5,4,32,22.7,55.6,34.8
"2018:Q4","Top1",30.7,27.3,14.8,13.6,52.1,6.6,54,32.2,4.9,5.1,1.7,19.3
"2018:Q4","Next9",38.4,35.9,30.3,21.2,35.8,47.4,30.8,36,18.9,23.7,7,17.2
"2018:Q4","Next40",29.3,31.2,43.3,42.2,11.5,43.3,13.8,27.9,44,48.7,35.5,26.2
