Year,Qtr,Labor productivity,Output,Hours worked,Hourly compensation,Employment,Real hourly compensation,Average weekly hours worked,Unit labor costs,Unit nonlabor payments,Labor share,Compensation,Implicit price deflator,Current dollar output,Nonlabor payments,Output per job,Consumer price series
,,,,(billions of hours worked),(current dollars per hour worked),(millions of jobs),(CPI-adjusted dollars per hour worked),(hours worked per job per week),,,(percentage),(billions of current dollars),,(billions of current dollars),(billions of current dollars),,
2004,3,#N/A,88.5,193.25,29.139,113.476,10.477,32.8,#N/A,#N/A,60.5,5631.147,#N/A,9304.019,3672.872,#N/A,278.1
2004,4,#N/A,89.5,193.759,29.347,113.899,10.437,32.7,#N/A,#N/A,59.9,5686.182,#N/A,9486.547,3800.365,#N/A,281.2
2005,1,#N/A,90.638,194.362,29.519,114.456,10.447,32.7,#N/A,#N/A,59.3,5737.364,#N/A,9681.107,3943.743,#N/A,282.6
2005,2,#N/A,90.993,195.938,29.625,115.108,10.412,32.7,#N/A,#N/A,59.3,5804.57,#N/A,9791.231,3986.661,#N/A,284.5
2005,3,#N/A,91.921,196.193,30.014,115.404,10.393,32.7,#N/A,#N/A,59.0,5888.522,#N/A,9984.502,4095.98,#N/A,288.8
2005,4,#N/A,92.596,197.245,30.235,115.868,10.371,32.7,#N/A,#N/A,58.8,5963.78,#N/A,10134.967,4171.187,#N/A,291.5
2006,1,#N/A,94.12,199.01,30.853,116.79,10.529,32.8,#N/A,#N/A,59.3,6140.024,#N/A,10361.545,4221.521,#N/A,293.0
2006,2,#N/A,94.34,199.679,30.838,117.294,10.427,32.7,#N/A,#N/A,58.9,6157.605,#N/A,10463.077,4305.472,#N/A,295.7
2006,3,#N/A,94.467,200.773,30.89,117.621,10.35,32.8,#N/A,#N/A,58.8,6201.926,#N/A,10539.797,4337.871,#N/A,298.5
2006,4,#N/A,95.54,201.572,31.415,118.041,10.568,32.8,#N/A,#N/A,59.3,6332.319,#N/A,10671.821,4339.502,#N/A,297.3
2007,1,#N/A,95.84,201.691,32.184,118.36,10.722,32.8,#N/A,#N/A,60.1,6491.198,#N/A,10803.127,4311.929,#N/A,300.2
2007,2,#N/A,96.51,202.023,32.258,118.492,10.627,32.8,#N/A,#N/A,59.5,6516.822,#N/A,10951.424,4434.602,#N/A,303.5
2007,3,#N/A,97.075,201.199,32.406,118.241,10.608,32.7,#N/A,#N/A,58.9,6520.147,#N/A,11065.7,4545.553,#N/A,305.5
2007,4,#N/A,97.638,201.121,32.694,118.453,10.574,32.7,#N/A,#N/A,58.9,6575.499,#N/A,11158.068,4582.569,#N/A,309.2
2008,1,#N/A,96.641,200.536,33.002,118.175,10.557,32.6,#N/A,#N/A,59.8,6618.018,#N/A,11067.869,4449.851,#N/A,312.6
2008,2,#N/A,97.055,199.32,33.074,117.592,10.444,32.6,#N/A,#N/A,59.0,6592.324,#N/A,11172.938,4580.614,#N/A,316.7
2008,3,#N/A,96.199,197.008,33.384,116.682,10.383,32.5,#N/A,#N/A,59.0,6576.951,#N/A,11152.84,4575.889,#N/A,321.5
2008,4,#N/A,93.355,192.487,33.687,114.534,10.723,32.3,#N/A,#N/A,59.9,6484.34,#N/A,10825.842,4341.502,#N/A,314.2
2009,1,#N/A,91.894,187.551,32.821,112.27,10.519,32.1,#N/A,#N/A,57.8,6155.672,#N/A,10656.686,4501.014,#N/A,312.0
2009,2,#N/A,91.692,183.374,33.628,110.307,10.72,32.0,#N/A,#N/A,58.3,6166.558,#N/A,10581.793,4415.235,#N/A,313.7
2009,3,#N/A,92.092,181.273,33.848,109.335,10.699,31.9,#N/A,#N/A,57.7,6135.781,#N/A,10631.094,4495.313,#N/A,316.4
2009,4,#N/A,93.346,181.145,34.053,108.725,10.681,32.0,#N/A,#N/A,57.1,6168.538,#N/A,10810.05,4641.512,#N/A,318.8
2010,1,#N/A,93.723,181.226,33.812,108.539,10.588,32.1,#N/A,#N/A,56.2,6127.592,#N/A,10902.687,4775.095,#N/A,319.3
2010,2,#N/A,94.808,182.901,34.149,108.812,10.697,32.3,#N/A,#N/A,56.4,6245.975,#N/A,11073.957,4827.982,#N/A,319.2
2010,3,#N/A,95.845,183.811,34.303,108.851,10.713,32.5,#N/A,#N/A,56.2,6305.3,#N/A,11218.304,4913.004,#N/A,320.2
2010,4,#N/A,96.52,184.587,34.468,109.295,10.679,32.5,#N/A,#N/A,56.0,6362.387,#N/A,11366.919,5004.532,#N/A,322.8
2011,1,#N/A,96.014,185.011,35.063,109.913,10.748,32.4,#N/A,#N/A,57.0,6486.984,#N/A,11385.366,4898.382,#N/A,326.2
2011,2,#N/A,96.906,186.392,34.866,110.329,10.566,32.5,#N/A,#N/A,56.2,6498.736,#N/A,11567.065,5068.329,#N/A,330.0
2011,3,#N/A,96.923,187.19,35.097,110.783,10.567,32.5,#N/A,#N/A,56.4,6569.749,#N/A,11647.492,5077.743,#N/A,332.1
2011,4,#N/A,98.374,188.667,34.643,111.373,10.384,32.6,#N/A,#N/A,55.1,6535.98,#N/A,11851.682,5315.702,#N/A,333.6
2012,1,#N/A,99.466,190.236,35.465,112.104,10.568,32.6,#N/A,#N/A,56.0,6746.642,#N/A,12038.64,5291.998,#N/A,335.6
2012,2,#N/A,100.025,190.483,35.663,112.535,10.606,32.6,#N/A,#N/A,55.9,6793.227,#N/A,12160.408,5367.181,#N/A,336.3
2012,3,#N/A,100.183,191.282,35.706,113.028,10.568,32.5,#N/A,#N/A,55.8,6829.948,#N/A,12243.189,5413.241,#N/A,337.9
2012,4,#N/A,100.326,192.129,36.678,113.469,10.784,32.6,#N/A,#N/A,57.2,7046.851,#N/A,12315.717,5268.866,#N/A,340.1
2013,1,#N/A,101.533,192.702,36.207,113.821,10.601,32.6,#N/A,#N/A,55.8,6977.214,#N/A,12497.208,5519.994,#N/A,341.5
2013,2,#N/A,101.692,193.355,36.476,114.312,10.69,32.5,#N/A,#N/A,56.2,7052.775,#N/A,12539.557,5486.782,#N/A,341.2
2013,3,#N/A,102.732,194.562,36.343,115.034,10.593,32.5,#N/A,#N/A,55.6,7070.928,#N/A,12723.245,5652.317,#N/A,343.1
2013,4,#N/A,103.816,195.283,36.585,115.464,10.624,32.5,#N/A,#N/A,55.3,7144.491,#N/A,12922.07,5777.579,#N/A,344.4
2014,1,#N/A,103.303,196.131,37.321,115.995,10.768,32.5,#N/A,#N/A,56.7,7319.833,#N/A,12907.982,5588.149,#N/A,346.6
2014,2,#N/A,105.076,197.555,37.142,116.613,10.659,32.6,#N/A,#N/A,55.6,7337.627,#N/A,13206.532,5868.905,#N/A,348.5
2014,3,#N/A,106.725,199.054,37.322,117.317,10.682,32.6,#N/A,#N/A,55.2,7429.071,#N/A,13458.129,6029.058,#N/A,349.4
2014,4,#N/A,107.46,201.488,37.678,118.46,10.81,32.7,#N/A,#N/A,56.0,7591.761,#N/A,13549.458,5957.697,#N/A,348.6
2015,1,#N/A,108.728,202.067,38.14,118.983,11.01,32.7,#N/A,#N/A,56.4,7706.837,#N/A,13662.805,5955.968,#N/A,346.4
2015,2,#N/A,109.613,202.843,38.473,119.745,11.03,32.6,#N/A,#N/A,56.4,7803.89,#N/A,13844.974,6041.084,#N/A,348.8
2015,3,#N/A,110.008,202.988,38.633,119.861,11.034,32.6,#N/A,#N/A,56.3,7842.084,#N/A,13930.117,6088.033,#N/A,350.1
2015,4,#N/A,110.117,204.378,38.592,120.76,11.021,32.5,#N/A,#N/A,56.6,7887.446,#N/A,13927.959,6040.513,#N/A,350.2
2016,1,#N/A,110.819,205.238,38.594,121.291,11.024,32.5,#N/A,#N/A,56.6,7920.972,#N/A,13990.653,6069.681,#N/A,350.1
2016,2,#N/A,111.162,206.019,38.669,121.91,10.966,32.5,#N/A,#N/A,56.3,7966.584,#N/A,14140.642,6174.058,#N/A,352.6
2016,3,#N/A,111.859,206.502,38.867,122.135,10.97,32.5,#N/A,#N/A,56.2,8026.146,#N/A,14270.176,6244.03,#N/A,354.3
2016,4,#N/A,112.754,206.598,39.362,122.6,11.04,32.4,#N/A,#N/A,56.3,8132.087,#N/A,14446.4,6314.313,#N/A,356.5
2017,1,#N/A,113.448,207.559,39.686,123.154,11.052,32.4,#N/A,#N/A,56.4,8237.113,#N/A,14607.175,6370.062,#N/A,359.1
2017,2,#N/A,113.992,208.645,39.924,123.46,11.109,32.5,#N/A,#N/A,56.6,8329.981,#N/A,14713.923,6383.942,#N/A,359.4
2017,3,#N/A,115.013,208.969,40.486,123.842,11.205,32.4,#N/A,#N/A,56.7,8460.369,#N/A,14916.122,6455.753,#N/A,361.3
2017,4,#N/A,116.317,211.046,40.947,124.789,11.246,32.5,#N/A,#N/A,56.9,8641.651,#N/A,15180.329,6538.678,#N/A,364.1
2018,1,#N/A,117.6,211.866,41.217,125.424,11.23,32.5,#N/A,#N/A,56.6,8732.498,#N/A,15424.396,6691.898,#N/A,367.0
2018,2,#N/A,118.481,212.541,41.389,125.583,11.215,32.5,#N/A,#N/A,56.1,8796.758,#N/A,15676.932,6880.174,#N/A,369.0
2018,3,#N/A,119.149,213.66,41.864,126.39,11.285,32.5,#N/A,#N/A,56.6,8944.743,#N/A,15810.347,6865.604,#N/A,371.0
2018,4,#N/A,119.579,214.082,42.024,126.93,11.293,32.4,#N/A,#N/A,56.5,8996.505,#N/A,15924.32,6927.815,#N/A,372.1
2019,1,#N/A,120.644,214.069,42.922,126.994,11.508,32.4,#N/A,#N/A,57.1,9188.337,#N/A,16081.476,6893.139,#N/A,373.0
2019,2,#N/A,121.033,213.588,43.099,127.106,11.469,32.3,#N/A,#N/A,56.6,9205.335,#N/A,16251.218,7045.883,#N/A,375.8
2019,3,#N/A,121.899,215.021,43.084,128.076,11.414,32.3,#N/A,#N/A,56.4,9264.016,#N/A,16411.094,7147.078,#N/A,377.5
2019,4,#N/A,122.744,215.777,43.415,128.312,11.434,32.3,#N/A,#N/A,56.5,9367.92,#N/A,16575.601,7207.681,#N/A,379.7
2020,1,#N/A,120.844,212.453,44.358,126.962,11.647,32.2,#N/A,#N/A,57.6,9423.987,#N/A,16351.167,6927.18,#N/A,380.8
2020,2,#N/A,107.74,185.124,46.765,111.561,12.39,31.9,#N/A,#N/A,60.0,8657.343,#N/A,14418.34,5760.997,#N/A,377.4
2020,3,#N/A,117.95,199.725,46.623,118.794,12.198,32.3,#N/A,#N/A,58.3,9311.816,#N/A,15966.577,6654.761,#N/A,382.2
