"Date","Category","Net worth","Assets","Real estate","Consumer durables","Corporate equities and mutual fund shares","Pension entitlements","Private businesses","Other assets","Liabilities","Home mortgages","Consumer credit","Other liabilities"
"1996:Q3","Next9",9888800,10704748,2273291,547006,1710303,3140507,1004364,2029275,815948,652773,103978,59197
"1996:Q3","Next40",10493986,12610721,4226264,1093049,830091,3718266,657104,2085948,2116735,1589142,449911,77682
"1996:Q3","Bottom50",1043437,2854325,1389487,613766,76829,339239,66858,368146,1810889,1086920,662699,61270
"1996:Q4","Top1",8615977,8849076,926843,359250,2572100,785080,1889131,2316671,233099,162937,12897,57265
"1996:Q4","Next9",10129169,10968672,2337035,545789,1795044,3180806,1039336,2070662,839503,665644,110276,63583
"1996:Q4","Next40",10677636,12844630,4245442,1106659,878450,3820224,663790,2130066,2166995,1621916,466745,78334
"1996:Q4","Bottom50",1040807,2867764,1374598,616295,79785,355695,72153,369238,1826957,1087635,683960,55362
"1997:Q1","Top1",8560000,8803008,939065,360724,2569720,795886,1877336,2260277,243008,165819,15396,61793
"1997:Q1","Next9",10380144,11240479,2382470,552439,1816436,3215651,1210537,2062946,860335,680252,110759,69324
"1997:Q1","Next40",10718062,12911810,4266192,1124587,903984,3866213,634894,2115939,2193748,1652336,455746,85666
"1997:Q1","Bottom50",1082601,2889384,1378294,619350,81155,357606,84279,368702,1806784,1082066,672274,52444
"1997:Q2","Top1",9024329,9274309,958000,356754,2984983,841613,1908027,2224931,249980,168983,15801,65196
"1997:Q2","Next9",10761634,11650050,2404088,563661,2096192,3328340,1161591,2096179,888417,696144,115189,77083
"1997:Q2","Next40",11089448,13331745,4334663,1127869,1014356,4006969,679336,2168551,2242297,1686013,463914,92371
"1997:Q2","Bottom50",1122165,2935147,1389689,618756,89404,385546,80962,370789,1812982,1080784,683135,49064
"1997:Q3","Top1",9296646,9552064,955151,351323,3215166,881349,1919086,2229988,255419,173425,16328,65666
"1997:Q3","Next9",11131226,12058013,2443614,578091,2265495,3425449,1207657,2137708,926786,720060,119822,86904
"1997:Q3","Next40",11341039,13639112,4364050,1140253,1090881,4132361,692668,2218898,2298073,1732633,473516,91924
"1997:Q3","Bottom50",1180877,3010979,1439004,620393,94506,399810,84541,372724,1830102,1090889,696139,43074
"1997:Q4","Top1",9417979,9680320,973219,361152,3264290,877939,1939951,2263768,262341,176585,14877,70879
"1997:Q4","Next9",11414341,12372508,2536298,575055,2321673,3456877,1316696,2165910,958166,741248,126050,90869
"1997:Q4","Next40",11462624,13813823,4378639,1157898,1130074,4171650,689274,2286288,2351199,1761548,489108,100544
"1997:Q4","Bottom50",1205647,3034827,1444138,623922,96762,401199,92108,376698,1829180,1074857,714130,40193
"1998:Q1","Top1",9959778,10230824,989788,361156,3736798,909269,1959321,2274492,271046,180333,16660,74054
"1998:Q1","Next9",12078925,13068557,2595812,585575,2642057,3601965,1407837,2235312,989632,765282,126554,97797
"1998:Q1","Next40",11823295,14205924,4446466,1166565,1255778,4335807,693813,2307495,2382629,1797094,478658,106877
"1998:Q1","Bottom50",1306958,3112319,1479484,626840,105586,427560,97705,375143,1805361,1066782,702171,36408
"1998:Q2","Top1",10164972,10442716,1047582,360387,3796371,915732,1978834,2343811,277744,184341,16607,76796
"1998:Q2","Next9",12259619,13282426,2650659,594931,2702964,3669693,1368425,2295753,1022807,784807,132536,105464
"1998:Q2","Next40",12095985,14541556,4586565,1182870,1295476,4404942,735421,2336280,2445571,1840531,495085,109955
"1998:Q2","Bottom50",1262092,3095945,1455870,629567,108068,431661,94474,376305,1833853,1078459,723517,31878
"1998:Q3","Top1",9796833,10082840,1071376,334724,3297240,909625,1994180,2475695,286008,188477,16695,80836
"1998:Q3","Next9",12029152,13079344,2660001,627707,2414247,3622325,1414531,2340533,1050192,807099,137644,105449
"1998:Q3","Next40",12114849,14617768,4730460,1205967,1219407,4363903,749128,2348902,2502919,1883489,507146,112285
"1998:Q3","Bottom50",1265889,3117299,1507420,628372,101618,405726,97847,376316,1851410,1085776,739233,26401
"1998:Q4","Top1",10385270,10677133,1118172,371464,3896244,895472,2002015,2393766,291862,193966,16655,81241
"1998:Q4","Next9",12871086,13936959,2778583,609248,2867430,3851756,1447744,2382198,1065873,819650,139052,107171
"1998:Q4","Next40",12671436,15241862,4806477,1210844,1407471,4598139,753811,2465120,2570426,1930502,525422,114502
"1998:Q4","Bottom50",1293316,3195202,1511488,642243,113026,445425,97513,385507,1901886,1113324,760144,28418
"1999:Q1","Top1",10380213,10679930,1142935,381938,3827665,902071,2016264,2409057,299717,198769,18800,82149
"1999:Q1","Next9",13015202,14087496,2826883,612124,2875654,3939139,1418683,2415013,1072294,825817,136521,109956
"1999:Q1","Next40",12820710,15431260,4899690,1218092,1430854,4670843,770908,2440874,2610550,1972029,526156,112365
"1999:Q1","Bottom50",1327224,3257629,1556607,649154,113958,458451,92130,387330,1930406,1140062,760921,29423
"1999:Q2","Top1",10739264,11045104,1178559,405643,4133458,904065,2077667,2345713,305841,204361,19526,81954
"1999:Q2","Next9",13380983,14479703,2925283,605769,3126122,4068855,1353336,2400338,1098720,837759,136665,124296
"1999:Q2","Next40",13092351,15770154,4984252,1231758,1539397,4784649,815267,2414830,2677803,2020541,539319,117944
"1999:Q2","Bottom50",1336060,3316488,1588645,661700,120880,476249,82503,386512,1980428,1170539,776071,33818
"1999:Q3","Top1",10639787,10952063,1209765,409089,3869525,932719,2165633,2365332,312276,210994,19516,81765
"1999:Q3","Next9",13325128,14446513,2985713,616834,2998143,4055476,1402476,2387872,1121385,858197,137890,125299
"1999:Q3","Next40",13174577,15923946,5111129,1254267,1510184,4761373,832428,2454565,2749369,2077793,557637,113939
"1999:Q3","Bottom50",1340794,3375871,1648723,670544,118550,464013,79515,394525,2035077,1204240,796852,33985
"1999:Q4","Top1",11525093,11839662,1260340,436046,4706179,932322,2208980,2295795,314569,217320,17063,80186
"1999:Q4","Next9",14189994,15368331,3076259,609313,3589311,4291468,1433386,2368594,1178337,887583,140114,150640
"1999:Q4","Next40",13869323,16696255,5222800,1261739,1734383,4957362,844039,2675932,2826932,2123144,579032,124756
"1999:Q4","Bottom50",1414917,3479295,1658043,684023,134217,500253,77158,425601,2064378,1206428,817413,40537
"2000:Q1","Top1",12001547,12318436,1322552,450261,4952473,946572,2264777,2381801,316888,223056,15997,77836
"2000:Q1","Next9",14647452,15888331,3188776,615678,3791024,4426519,1398231,2468104,1240879,915971,138626,186282
"2000:Q1","Next40",14103551,16988686,5412270,1283659,1818697,5046122,870642,2557296,2885135,2160617,582794,141724
"2000:Q1","Bottom50",1485833,3549178,1707839,698330,140283,508221,70647,423858,2063345,1197087,816348,49910
"2000:Q2","Top1",11797877,12121130,1403465,464170,4608999,958178,2321647,2364673,323253,229725,14886,78642
"2000:Q2","Next9",14562081,15817825,3302820,619747,3606600,4464227,1374923,2449507,1255745,939234,140569,175942
"2000:Q2","Next40",14217862,17173557,5626536,1309291,1768936,5042738,896564,2529493,2955695,2216091,605572,134033
"2000:Q2","Bottom50",1456990,3569489,1727758,711505,136895,502257,64150,426925,2112499,1224055,840745,47699
"2000:Q3","Top1",11843003,12169841,1451835,467390,4542685,952748,2376023,2379161,326838,236442,12654,77742
"2000:Q3","Next9",14900642,16184908,3384113,632870,3611990,4556738,1565838,2433360,1284267,963088,144082,177097
"2000:Q3","Next40",14480285,17520069,5813811,1327123,1791966,5105117,865281,2616771,3039784,2271747,636434,131603
"2000:Q3","Bottom50",1491817,3664176,1799782,720802,137686,498691,73266,433949,2172359,1250535,873903,47922
"2000:Q4","Top1",11483782,11818428,1534208,485879,3862297,940389,2438555,2557099,334645,241936,10908,81801
"2000:Q4","Next9",14772251,16048798,3522136,628179,3202925,4541505,1629711,2524342,1276548,972808,147989,155751
"2000:Q4","Next40",14565788,17676189,5999277,1355235,1662850,5073189,872307,2713331,3110401,2319638,670383,120380
"2000:Q4","Bottom50",1418593,3657156,1804389,732464,127311,475849,73651,443492,2238562,1282401,911987,44173
"2001:Q1","Top1",11222980,11563700,1685694,496665,3327498,879843,2497929,2676072,340720,247417,12009,81294
"2001:Q1","Next9",14742152,16003717,3712676,628158,2888125,4507694,1635586,2631477,1261565,986698,146068,128799
"2001:Q1","Next40",14857508,18000885,6381067,1381215,1566812,5035940,895398,2740452,3143378,2364097,675526,103755
"2001:Q1","Bottom50",1366453,3622786,1803389,740695,118041,438212,71964,450484,2256333,1303148,916121,37064
"2001:Q2","Top1",11503383,11853132,1730879,509522,3605103,819374,2537492,2650762,349749,254941,14530,80279
"2001:Q2","Next9",15289757,16565259,3816443,629588,3137908,4672553,1632617,2676150,1275502,1002784,145645,127073
"2001:Q2","Next40",15208369,18434657,6529643,1390618,1691815,5187675,919407,2715500,3226288,2436844,689355,100089
"2001:Q2","Bottom50",1361611,3700624,1863944,749052,124747,442991,70056,449834,2339013,1367632,934719,36662
"2001:Q3","Top1",10973824,11330762,1778427,508012,2892267,768389,2564806,2818861,356938,263788,12858,80292
"2001:Q3","Next9",14914871,16277739,3898086,639025,2666717,4637161,1659046,2777703,1362868,1048857,146101,167910
"2001:Q3","Next40",15138697,18471470,6700504,1411438,1514984,5138699,932431,2773413,3332773,2507541,706159,119073
"2001:Q3","Bottom50",1330038,3717433,1926280,752838,110525,401953,69549,456289,2387396,1390315,949233,47847
"2001:Q4","Top1",11384709,11756377,1866028,520149,3356894,711580,2591793,2709933,371668,270468,15715,85485
"2001:Q4","Next9",15489743,16786335,3991952,650734,2991975,4818422,1591840,2741412,1296592,1019136,152731,124725
"2001:Q4","Next40",15756459,19173888,6875009,1429363,1648877,5296131,984490,2940018,3417429,2588688,735180,93561
"2001:Q4","Bottom50",1276064,3746049,1921004,764014,116875,415059,67277,461820,2469985,1446642,988202,35141
"2002:Q1","Top1",11566991,11955458,1955703,528983,3399159,721477,2628240,2721896,388467,280843,17020,90604
"2002:Q1","Next9",15715945,17037748,4107124,656597,2994174,4927242,1553441,2799169,1321803,1048887,153349,119568
"2002:Q1","Next40",15976357,19480489,7051427,1444133,1636969,5379028,1027956,2940975,3504132,2682563,732399,89170
"2002:Q1","Bottom50",1275817,3739462,1920346,768559,114036,416362,65126,455034,2463645,1450116,980748,32782
"2002:Q2","Top1",11449002,11851769,2017696,533008,3042538,706731,2696322,2855475,402767,292224,17308,93235
"2002:Q2","Next9",15606336,16945795,4231002,665917,2708702,4893211,1514661,2932303,1339459,1079862,157438,102159
"2002:Q2","Next40",15695418,19310609,7178943,1470790,1505666,5309625,1080739,2764845,3615191,2790573,747362,77256
"2002:Q2","Bottom50",1222942,3721513,1956920,773258,103128,384689,61849,441669,2498571,1476470,995537,26564
"2002:Q3","Top1",10919366,11343046,2055967,521819,2410938,684573,2760633,2909116,423680,303173,20490,100016
"2002:Q3","Next9",15200103,16542337,4314806,693070,2217791,4858032,1496398,2962240,1342234,1093297,160616,88321
"2002:Q3","Next40",15605685,19335492,7324533,1498487,1282572,5231830,1126329,2871741,3729807,2904192,758891,66724
"2002:Q3","Bottom50",1202188,3769122,2052474,777391,86176,348688,60130,444263,2566934,1532958,1011611,22365
"2002:Q4","Top1",11230894,11670103,2127792,520829,2605812,660902,2820624,2934143,439209,314577,22151,102481
"2002:Q4","Next9",15591343,16955630,4386001,712788,2340909,5012123,1513611,2990198,1364287,1114521,165085,84681
"2002:Q4","Next40",16059251,19916674,7515193,1510021,1328627,5351698,1161821,3049314,3857423,3019218,776613,61592
"2002:Q4","Bottom50",1194040,3830149,2089644,782566,86935,357963,61685,451354,2636110,1582812,1033159,20139
"2003:Q1","Top1",11242254,11702003,2224357,529996,2451455,685973,2873949,2936272,459750,325176,26189,108385
"2003:Q1","Next9",15764668,17152582,4504028,713845,2200809,5046075,1624006,3063819,1387914,1132333,164794,90788
"2003:Q1","Next40",16109338,20066565,7696068,1521650,1256417,5383267,1165150,3044014,3957226,3125094,770711,61422
"2003:Q1","Bottom50",1141836,3812964,2073169,784102,80284,355954,69759,449696,2671128,1622730,1027430,20968
"2003:Q2","Top1",12072319,12550188,2321324,538747,3015630,722617,2961347,2990522,477869,339107,28536,110226
"2003:Q2","Next9",16420075,17905862,4597887,724749,2577517,5218193,1615576,3171941,1485788,1172721,168041,145025
"2003:Q2","Next40",16526418,20657728,7906866,1531407,1401849,5548790,1208766,3060051,4131310,3263724,782630,84955
"2003:Q2","Bottom50",1087356,3851498,2069368,791191,87542,385377,69255,448765,2764142,1687947,1042722,33473
"2003:Q3","Top1",12446468,12941137,2397056,534716,3251940,732519,3072768,2952138,494670,353339,28457,112873
"2003:Q3","Next9",16664983,18194347,4672812,749297,2713302,5297714,1599091,3162132,1529364,1227804,172442,129118
"2003:Q3","Next40",16793314,21064409,8122039,1548881,1442894,5619942,1260429,3070224,4271095,3397229,799339,74527
"2003:Q3","Bottom50",1088632,3905954,2116544,797977,87660,391398,68226,444149,2817322,1729494,1059437,28392
"2003:Q4","Top1",13108585,13646570,2409539,539221,3754287,756941,3171746,3014835,537985,364794,30894,142297
"2003:Q4","Next9",17335545,18864354,4828668,767831,3021530,5475980,1572083,3198262,1528809,1245588,176395,106826
"2003:Q4","Next40",17258807,21656060,8232116,1563365,1543875,5778594,1312413,3225696,4397253,3515413,815169,66671
"2003:Q4","Bottom50",1214478,4109693,2276219,807248,91480,417056,66265,451424,2895216,1789085,1080474,25656
"2004:Q1","Top1",14189235,14744967,2595373,546233,4028991,762634,3260002,3551733,555732,375731,33765,146236
"2004:Q1","Next9",18221603,19785706,4975577,784251,3167739,5620572,1681871,3555695,1564102,1271701,176460,115942
"2004:Q1","Next40",17846129,22346831,8647599,1588579,1578493,5880324,1323981,3327856,4500702,3621100,811036,68565
"2004:Q1","Bottom50",1158034,4081310,2225278,818695,90965,420365,73765,452243,2923276,1821166,1075211,26899
"2004:Q2","Top1",14316282,14893768,2680202,538560,4008703,763919,3442204,3460180,577486,390771,35315,151400
"2004:Q2","Next9",18527284,20159931,5102136,816579,3115713,5747995,1828543,3548965,1632647,1329576,178786,124284
"2004:Q2","Next40",18058023,22710567,8938461,1611606,1539910,5966045,1348177,3306367,4652543,3764371,818034,70138
"2004:Q2","Bottom50",1208364,4194298,2328718,828365,85843,423322,81891,446158,2985934,1875522,1082404,28008
"2004:Q3","Top1",14745442,15332403,2736970,546348,4061067,790022,3628609,3569386,586961,404135,36640,146186
"2004:Q3","Next9",19100009,20766206,5380967,822185,3101223,5856589,1980417,3624823,1666197,1366297,183581,116319
"2004:Q3","Next40",18217355,23012793,9152473,1626931,1507724,6024223,1372625,3328817,4795438,3897473,837867,60099
"2004:Q3","Bottom50",1304286,4372694,2502666,832373,81540,421636,88852,445627,3068407,1937498,1106788,24122
"2004:Q4","Top1",15580159,16161429,2857415,549310,4453578,880056,3812179,3608891,581270,408245,34120,138904
"2004:Q4","Next9",19745879,21523260,5564926,840621,3362064,6066942,2031267,3657440,1777381,1438600,189086,149696
"2004:Q4","Next40",19018174,23919581,9510080,1648529,1577380,6188339,1408090,3587164,4901408,3964229,860553,76626
"2004:Q4","Bottom50",1293705,4512660,2557519,859712,87995,447236,89075,471123,3218954,2048073,1136361,34521
"2005:Q1","Top1",15951922,16529540,2960764,553561,4468202,949491,3973854,3623669,577618,409045,39410,129164
"2005:Q1","Next9",20084072,21882105,5781897,849067,3380189,6097883,2020137,3752932,1798033,1461552,186527,149954
"2005:Q1","Next40",19241928,24180886,9812662,1670378,1564360,6194001,1458645,3480842,4938958,4018912,846346,73700
"2005:Q1","Bottom50",1239033,4607274,2625579,882079,89435,446430,85341,478411,3368240,2199510,1132691,36040
"2005:Q2","Top1",16530940,17114509,3010156,569636,4628272,1028203,4194263,3683978,583569,413741,39527,130301
"2005:Q2","Next9",20608003,22482166,6081640,847271,3492698,6199290,2053171,3808096,1874163,1534698,188998,150467
"2005:Q2","Next40",19616681,24643710,10006277,1693717,1582437,6265529,1518681,3577069,5027029,4097227,855054,74748
"2005:Q2","Bottom50",1282040,4804210,2778327,907669,92828,454491,82360,488534,3522169,2334034,1148811,39325
"2005:Q3","Top1",17091088,17675614,3082794,567341,4915308,1108963,4425079,3576130,584526,418498,39006,127021
"2005:Q3","Next9",21105555,23054332,6326161,859941,3684074,6316335,2089615,3778205,1948777,1608662,193091,147025
"2005:Q3","Next40",20088083,25210616,10307958,1704314,1622882,6349326,1580870,3645267,5122533,4177386,871809,73338
"2005:Q3","Bottom50",1318432,5007490,2935530,926313,97874,467953,79209,500611,3689058,2473448,1174479,41131
"2005:Q4","Top1",17587202,18174107,3175093,565149,5015818,1193284,4597566,3627197,586905,422539,37059,127307
"2005:Q4","Next9",21574335,23591553,6526680,874554,3754737,6424235,2179664,3831683,2017218,1687489,197403,132326
"2005:Q4","Next40",20634799,25835221,10621124,1719494,1622191,6423234,1613792,3835384,5200422,4243924,888747,67751
"2005:Q4","Bottom50",1339599,5164317,3033985,947030,100494,478415,80947,523447,3824719,2586447,1197345,40926
"2006:Q1","Top1",18433343,19025973,3100287,581771,5705662,1277820,4627153,3733281,592630,428198,36198,128234
"2006:Q1","Next9",22437533,24561727,6674613,870447,4201221,6522102,2274818,4018524,2124194,1779647,199428,145119
"2006:Q1","Next40",20513188,25808948,10489879,1737275,1738603,6504595,1602943,3735653,5295760,4324836,894565,76359
"2006:Q1","Bottom50",1416183,5378582,3188488,971364,110624,494408,87467,526230,3962398,2706859,1207394,48145
"2006:Q2","Top1",18336831,18937732,3140273,577874,5516859,1357435,4594303,3750988,600901,432731,38759,129411
"2006:Q2","Next9",22628865,24826201,6767418,885442,4093995,6531764,2442474,4105108,2197336,1853088,199522,144726
"2006:Q2","Next40",20438366,25815335,10638582,1754457,1685266,6509939,1554995,3672096,5376969,4405733,893824,77412
"2006:Q2","Bottom50",1350890,5475838,3248539,991569,109670,496562,100513,528985,4124947,2855098,1217505,52344
"2006:Q3","Top1",18655778,19258964,3159377,574781,5723599,1428393,4637973,3734842,603186,434771,40904,127511
"2006:Q3","Next9",23041623,25311684,6830172,902743,4237012,6636905,2600093,4104758,2270061,1913693,202664,153704
"2006:Q3","Next40",20758397,26213025,10742503,1767554,1707912,6594230,1527415,3873411,5454628,4460104,911336,83189
"2006:Q3","Bottom50",1317683,5610824,3314931,1013370,113710,514444,111409,542960,4293141,2978101,1256537,58503
"2006:Q4","Top1",19152159,19755264,3114992,581380,6219390,1497055,4726731,3615716,603105,434034,40190,128882
"2006:Q4","Next9",23531160,25879491,6915344,906653,4565039,6787331,2633407,4071716,2348331,1962572,206216,179543
"2006:Q4","Next40",21090797,26600036,10686052,1776449,1787474,6721924,1550527,4077610,5509239,4481661,926978,100601
"2006:Q4","Bottom50",1376388,5792761,3425691,1034026,121349,534902,112746,564048,4416373,3061989,1283333,71050
"2007:Q1","Top1",19623090,20223765,3003160,595672,6568198,1562572,4646797,3847367,600675,436252,43096,121328
"2007:Q1","Next9",24277700,26690511,6950668,900794,4802029,6862978,2812231,4361810,2412811,2038962,203178,170671
"2007:Q1","Next40",20776708,26309685,10420336,1792262,1840071,6784908,1485891,3986218,5532977,4524475,913063,95439
"2007:Q1","Bottom50",1453579,5947685,3523583,1055835,127139,539897,128420,572810,4494107,3142753,1280835,70519
"2007:Q2","Top1",19672425,20265618,2948484,605506,6767991,1631526,4481717,3830392,593194,436601,42633,113960
"2007:Q2","Next9",24755159,27259670,6950878,902983,4946385,7020224,3034496,4404704,2504511,2092928,206331,205252
"2007:Q2","Next40",20625077,26224084,10281942,1804113,1865317,6922083,1390372,3960257,5599007,4560420,925837,112750
"2007:Q2","Bottom50",1425989,6057357,3561921,1078713,131114,560345,148662,576603,4631368,3247344,1302165,81859
"2007:Q3","Top1",19908223,20504654,2940744,607035,6830538,1687440,4339253,4099643,596431,435797,44633,116001
"2007:Q3","Next9",25253019,27785909,6875434,909273,5010058,7117023,3238268,4635854,2532890,2136623,210660,185607
"2007:Q3","Next40",20745806,26391837,10212216,1813649,1871157,7006314,1307010,4181490,5646032,4589368,949922,106742
"2007:Q3","Bottom50",1266213,6058527,3504718,1097400,133471,567980,167251,587707,4792314,3357665,1350338,84311
"2007:Q4","Top1",19458956,20060263,2872949,609307,6432000,1660354,4187245,4298408,601307,438598,45704,117005
"2007:Q4","Next9",25240972,27815929,6851784,918768,4789268,7154592,3306469,4795048,2574957,2159644,213540,201774
"2007:Q4","Next40",20611022,26302087,9958007,1840957,1799033,7049815,1254044,4400230,5691065,4605306,968297,117462
"2007:Q4","Bottom50",1190844,6085786,3518732,1104909,126174,554751,180141,601078,4894941,3421447,1381936,91558
"2008:Q1","Top1",18807602,19418167,2702752,598258,5834532,1591533,3952278,4738814,610565,440581,51140,118844
"2008:Q1","Next9",24893128,27508864,6721310,941109,4456065,7088046,3092247,5210086,2615736,2180373,209441,225922
"2008:Q1","Next40",19829950,25528004,9497818,1872642,1708900,7012748,1271707,4164188,5698054,4609581,956168,132305
"2008:Q1","Bottom50",1146617,6098991,3587708,1110474,116507,519782,174267,590252,4952374,3466054,1385258,101061
"2008:Q2","Top1",18347267,18955639,2671689,581255,5562217,1574641,3755214,4810624,608373,442734,47471,118168
"2008:Q2","Next9",24494470,27105054,6500917,966694,4306018,7142827,2918655,5269944,2610583,2223341,211345,175897
"2008:Q2","Next40",19453628,25119547,9280951,1888741,1654123,7075101,1275882,3944748,5665918,4590674,966011,109233
"2008:Q2","Bottom50",1025564,5935210,3459646,1111118,110750,510841,169334,573522,4909647,3426123,1395626,87898
"2008:Q3","Top1",17548090,18164174,2689668,574634,4746538,1505571,3572556,5075208,616084,438202,54591,123291
"2008:Q3","Next9",23961059,26604039,6296462,978973,3794894,7081290,2964105,5488315,2642980,2186299,208895,247786
"2008:Q3","Next40",18891510,24556174,9103833,1910610,1484126,6984265,1225674,3847667,5664664,4548716,963865,152083
"2008:Q3","Bottom50",674661,5686809,3245007,1112552,97957,481920,177485,571887,5012148,3480650,1416462,115035
"2008:Q4","Top1",15927522,16558568,2583460,563600,3565590,1362044,3304509,5179366,631047,433169,57917,139961
"2008:Q4","Next9",22913158,25373402,6211658,978463,3042020,6923932,2789260,5428069,2460244,2154351,206789,99105
"2008:Q4","Next40",18688507,24221294,8746094,1922084,1252162,6802349,1204263,4294342,5532787,4492000,958413,82375
"2008:Q4","Bottom50",616477,5619448,3246159,1101110,79790,414450,173150,604789,5002971,3497737,1420671,84563
"2009:Q1","Top1",15466731,16103747,2391160,553153,3111362,1326495,3087050,5634526,637016,429930,67511,139575
"2009:Q1","Next9",22964630,25361808,6179981,982043,2737482,6903016,2701394,5857892,2397178,2126678,197033,73466
"2009:Q1","Next40",17810193,23259083,8291283,1924709,1134943,6758620,1157699,3991829,5448890,4461617,919396,67876
"2009:Q1","Bottom50",693346,5724002,3404595,1091374,71167,391243,174159,591465,5030657,3558800,1394202,77655
"2009:Q2","Top1",15906514,16544633,2416921,544613,3897284,1403747,2975241,5306827,638120,429956,67344,140820
"2009:Q2","Next9",22951473,25371952,6007398,994751,3284397,7084079,2310461,5690866,2420479,2146466,194255,79757
"2009:Q2","Next40",18281924,23699948,8185078,1920783,1291015,6981355,1213635,4108081,5418023,4433077,907063,77883
"2009:Q2","Bottom50",579480,5581374,3238103,1087827,80230,426185,152378,596650,5001894,3537314,1380211,84370
"2009:Q3","Top1",16979210,17620320,2479462,532804,4697748,1461902,2921966,5526439,641110,425890,72458,142762
"2009:Q3","Next9",23536366,25945142,5849672,1007529,3828559,7306453,2073981,5878948,2408776,2121906,191564,95306
"2009:Q3","Next40",18489433,23867031,8166383,1909849,1438863,7224921,1251102,3875912,5377598,4384734,902015,90849
"2009:Q3","Bottom50",366487,5409709,3056138,1080728,88605,461352,139749,583136,5043222,3556836,1392674,93712
"2009:Q4","Top1",16699873,17340160,2478089,537674,4857717,1469965,2896480,5100236,640287,424051,75008,141227
"2009:Q4","Next9",23274889,25698269,5826671,1012658,3944642,7430118,2032394,5451786,2423380,2122613,189031,111736
"2009:Q4","Next40",19303990,24649245,8044732,1924046,1454609,7346054,1251754,4628051,5345256,4346037,895112,104107
"2009:Q4","Bottom50",354332,5400188,3001504,1085642,88447,474953,140022,609619,5045856,3548425,1395865,101566
"2010:Q1","Top1",17401216,18055385,2532898,531069,5193894,1480948,2912765,5403811,654168,419576,78741,155851
"2010:Q1","Next9",23986233,26412538,5782108,1018920,4175023,7645851,2017847,5772790,2426305,2109897,181570,134839
"2010:Q1","Next40",19119830,24396378,8046281,1920996,1502420,7530560,1254279,4141840,5276548,4277217,863993,135338
"2010:Q1","Bottom50",283693,5281235,2897835,1079717,90400,487233,144383,581666,4997541,3504012,1368753,124776
"2010:Q2","Top1",17188435,17842116,2570775,518676,4698579,1451313,3006508,5596265,653681,418457,78273,156951
"2010:Q2","Next9",23931202,26380987,5756066,1021703,3859135,7669605,2215232,5859245,2449785,2123708,179714,146363
"2010:Q2","Next40",18864194,24103702,8016655,1922684,1390509,7516887,1233786,4023182,5239508,4236358,857085,146065
"2010:Q2","Bottom50",198965,5158435,2818456,1067745,82144,457716,161693,570680,4959470,3464550,1363381,131539
"2010:Q3","Top1",17851805,18499717,2485235,511479,5356452,1492634,3088648,5565268,647912,415566,80585,151761
"2010:Q3","Next9",24710741,27158875,5776325,1030272,4302218,7967862,2267471,5814727,2448134,2118124,179073,150936
"2010:Q3","Next40",19225511,24421575,7822269,1916265,1500241,7793304,1240009,4149488,5196064,4187141,860927,147996
"2010:Q3","Bottom50",342977,5302024,2929019,1062264,87961,484385,170200,568195,4959046,3443871,1383141,132035
"2010:Q4","Top1",17956112,18589223,2454687,538041,5867978,1509645,2909652,5309219,633111,409304,72383,151424
"2010:Q4","Next9",24608587,27071914,5733323,1018647,4621435,8224730,1901237,5572541,2463327,2088626,192674,182027
"2010:Q4","Next40",20047033,25279322,7679715,1912086,1616793,8061623,1304815,4704290,5232288,4153898,921201,157190
"2010:Q4","Bottom50",337740,5280942,2896514,1066667,94550,507122,118911,597178,4943202,3340393,1460553,142256
"2011:Q1","Top1",18748621,19380189,2506369,556696,6322965,1521561,2965168,5507429,631568,409602,73139,148827
"2011:Q1","Next9",25165312,27670357,5583090,1019822,4900604,8342551,2024066,5800223,2505045,2108819,190055,206171
"2011:Q1","Next40",19880819,25125503,7646841,1917504,1722610,8221447,1280667,4336432,5244683,4176775,906698,161210
"2011:Q1","Bottom50",267911,5131168,2711596,1074218,100412,521065,126832,597045,4863258,3256538,1458478,148241
"2011:Q2","Top1",18999419,19624064,2577338,583488,6294922,1519460,3017114,5631742,624645,407608,69160,147876
"2011:Q2","Next9",25244035,27750693,5533954,1011493,4869517,8387326,2066996,5881407,2506658,2106155,193606,206897
"2011:Q2","Next40",20077496,25332151,7665279,1930651,1740548,8306926,1276742,4412004,5254655,4186028,916697,151930
"2011:Q2","Bottom50",180731,4989746,2556461,1083417,100662,519316,126026,603862,4809015,3188911,1473675,146430
"2011:Q3","Top1",18368232,18995322,2510654,578443,5244850,1471055,3103965,6086356,627091,406273,67437,153381
"2011:Q3","Next9",24619448,27102658,5513396,1027210,4180105,8199313,2042155,6140479,2483210,2109456,197124,176630
"2011:Q3","Next40",19614493,24879142,7569293,1942584,1566107,8160350,1298537,4342271,5264649,4199522,931460,133666
"2011:Q3","Bottom50",269250,5040173,2658578,1082393,88847,477253,119627,613476,4770922,3119324,1506293,145306
"2011:Q4","Top1",18522171,19147770,2449036,602394,5604823,1476439,3165652,5849426,625599,404400,64074,157125
"2011:Q4","Next9",24911486,27386245,5522667,1018399,4399944,8364389,2168370,5912477,2474759,2104978,202234,167548
"2011:Q4","Next40",20239026,25528984,7419443,1937434,1656717,8356926,1274915,4883549,5289958,4212704,951148,126106
"2011:Q4","Bottom50",413432,5166115,2714053,1086471,93708,501302,123811,646770,4752682,3063440,1538938,150305
